Author full names,Title,DOI,Link,Source,Abstract,Author Keywords,Index Keywords,To include
"Zhang, Yatao (57193227867); Wang, Yi (55787620700); Gao, Song (57762528900); Raubal, Martin (23390593200)",Context-Aware Knowledge Graph Framework for Traffic Speed Forecasting Using Graph Neural Network,10.1109/TITS.2024.3520511,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214302745&doi=10.1109%2fTITS.2024.3520511&partnerID=40&md5=5f323654d0b8710ac194531dce4f015a,Scopus,"Human mobility is intricately influenced by urban contexts spatially and temporally, constituting essential domain knowledge in understanding traffic systems. While existing traffic forecasting models primarily rely on raw traffic data and advanced deep learning techniques, incorporating contextual information remains underexplored due to insufficient integration frameworks and the complexity of urban contexts. This study proposes a novel context-aware knowledge graph (CKG) framework to enhance traffic speed forecasting by effectively modeling spatial and temporal contexts. Employing a relation-dependent integration strategy, the framework generates context-aware representations from the spatial and temporal units of CKG to capture spatio-temporal dependencies of urban contexts. A CKG-GNN model, combining the CKG, dual-view multi-head self-attention (MHSA), and graph neural network (GNN), is then designed to predict traffic speed utilizing these context-aware representations. Our experiments demonstrate that CKG’s configuration significantly influences embedding performance, with ComplEx and KG2E emerging as optimal for embedding spatial and temporal units, respectively. The CKG-GNN model establishes a benchmark for 10-120 min predictions, achieving average MAE, MAPE, and RMSE of 3.46±0.01, 14.76±0.09%, and 5.08±0.01, respectively. Compared to the baseline DCRNN model, integrating the spatial unit improves the MAE by 0.04 and the temporal unit by 0.13, while integrating both units further reduces it by 0.18. The dual-view MHSA analysis reveals the crucial role of relation-dependent features from the context-based view and the model’s ability to prioritize recent time slots in prediction from the sequence-based view. Overall, this study underscores the importance of merging context-aware knowledge graphs with graph neural networks to improve traffic forecasting. © 2024 IEEE. All rights reserved, including rights for text and data mining, and training of artificial intelligence.",context-aware knowledge graph; graph neural network; spatial and temporal context; Traffic forecasting; urban transportation,Graph embeddings; Graph neural networks; Prediction models; Urban transportation; Context-Aware; Context-aware knowledge graph; Graph framework; Graph neural networks; Knowledge graphs; Neural network model; Spatial and temporal context; Traffic Forecasting; Traffic speed; Urban context; Knowledge graph,FALSE
"Fang, Lanting (56544987400); Luo, Yong (57199124113); Feng, Kaiyu (56273133600); Zhao, Kaiqi (56531246300); Hu, Aiqun (7202699718)",A Knowledge-Enriched Ensemble Method for Word Embedding and Multi-Sense Embedding,10.1109/TKDE.2022.3159539,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126546671&doi=10.1109%2fTKDE.2022.3159539&partnerID=40&md5=c4ac58dffeb2302e0ed79fd6c155754b,Scopus,"Representing words as embeddings has been proven to be successful in improving the performance in many natural language processing tasks. Different from the traditional methods that learn the embeddings from large text corpora, ensemble methods have been proposed to leverage the merits of pre-trained word embeddings as well as external semantic sources. In this paper, we propose a knowledge-enriched ensemble method to combine information from both knowledge graphs and pre-trained word embeddings. Specifically, we propose an attention network to retrofit the semantic information in the lexical knowledge graph into the pre-trained word embeddings. In addition, we further extend our method to contextual word embeddings and multi-sense embeddings. Extensive experiments demonstrate that the proposed word embeddings outperform the state-of-the-art models in word analogy, word similarity and several downstream tasks. The proposed word sense embeddings outperform the state-of-the-art models in word similarity and word sense induction tasks. © 1989-2012 IEEE.",ensemble model; knowledge graph; multi-sense embedding; Word embedding,Bit error rate; Embeddings; Job analysis; Natural language processing systems; Semantics; Bit-error rate; Context models; Embeddings; Ensemble models; Knowledge graphs; Multi-sense embedding; Task analysis; Vocabulary; Word embedding; Knowledge graph,FALSE
"Guan, Saiping (57196080482); Cheng, Xueqi (55855927900); Bai, Long (57219876463); Zhang, Fujun (57409826500); Li, Zixuan (57201739412); Zeng, Yutao (57210602016); Jin, Xiaolong (16417309500); Guo, Jiafeng (24174196100)",What is Event Knowledge Graph: A Survey,10.1109/TKDE.2022.3180362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132784667&doi=10.1109%2fTKDE.2022.3180362&partnerID=40&md5=b9b0570fcfae4edf01f47cd1049156a0,Scopus,"Besides entity-centric knowledge, usually organized as Knowledge Graph (KG), events are also an essential kind of knowledge in the world, which trigger the spring up of event-centric knowledge representation form like Event KG (EKG). It plays an increasingly important role in many downstream applications, such as search, question-answering, recommendation, financial quantitative investments, and text generation. This paper provides a comprehensive survey of EKG from history, ontology, instance, and application views. Specifically, to characterize EKG thoroughly, we focus on its history, definition, schema induction, acquisition, related representative graphs/systems, and applications. The development processes and trends are studied therein. We further summarize prospective directions to facilitate future research on EKG.  © 2022 IEEE.",event acquisition; Event knowledge graph; schema; script event prediction; temporal knowledge graph prediction,Electrocardiography; Job analysis; Knowledge graph; Ontology; Surveys; Event acquisition; Event knowledge graph; Event prediction; Knowledge graphs; Ontology's; Schema; Script event prediction; Task analysis; Temporal knowledge; Temporal knowledge graph prediction; Semantics,FALSE
"Zhao, Yu (56645105400); Du, Huaming (57393989400); Liu, Ying (57347066800); Wei, Shaopeng (57394000000); Chen, Xingyan (57200339027); Zhuang, Fuzhen (23391452500); Li, Qing (57193025628); Kou, Gang (57068290300)",Stock Movement Prediction Based on Bi-Typed Hybrid-Relational Market Knowledge Graph via Dual Attention Networks,10.1109/TKDE.2022.3220520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141567934&doi=10.1109%2fTKDE.2022.3220520&partnerID=40&md5=92c8034d81b248adc668b323a7094145,Scopus,"Stock Movement Prediction (SMP) aims at predicting listed companies' stock future price trend, which is a challenging task due to the volatile nature of financial markets. Recent financial studies show that the momentum spillover effect plays a significant role in stock fluctuation. However, previous studies typically only learn the simple connection information among related companies, which inevitably fail to model complex relations of listed companies in real financial market. To address this issue, we first construct a more comprehensive Market Knowledge Graph (MKG) which contains bi-typed entities including listed companies and their associated executives, and hybrid-relations including the explicit relations and implicit relations. Afterward, we propose DanSmp, a novel Dual Attention Networks to learn the momentum spillover signals based upon the constructed MKG for stock prediction. The empirical experiments on our constructed datasets against nine SOTA baselines demonstrate that the proposed DanSmp is capable of improving stock prediction with the constructed MKG.  © 1989-2012 IEEE.",Bi-typed hybrid-relational market knowledge graph; dual attention network; stock movement prediction,Commerce; Electronic trading; Financial markets; Knowledge graph; Market Research; Bi-typed hybrid-relational market knowledge graph; Dual attention network; Knowledge graphs; Market knowledge; Market researches; Medium; Movement prediction; Predictive models; Stock movement; Stock movement prediction; Task analysis; Forecasting,FALSE
"Zhu, Xiangru (57462176100); Li, Zhixu (57191700379); Wang, Xiaodan (57462084600); Jiang, Xueyao (57462115400); Sun, Penglei (57462269900); Wang, Xuwu (57211953316); Xiao, Yanghua (24377046200); Yuan, Nicholas Jing (55818206900)",Multi-Modal Knowledge Graph Construction and Application: A Survey,10.1109/TKDE.2022.3224228,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144041746&doi=10.1109%2fTKDE.2022.3224228&partnerID=40&md5=a99ef275f142347e194a7e54472ee717,Scopus,"Recent years have witnessed the resurgence of knowledge engineering which is featured by the fast growth of knowledge graphs. However, most of existing knowledge graphs are represented with pure symbols, which hurts the machine's capability to understand the real world. The multi-modalization of knowledge graphs is an inevitable key step towards the realization of human-level machine intelligence. The results of this endeavor are Multi-modal Knowledge Graphs (MMKGs). In this survey on MMKGs constructed by texts and images, we first give definitions of MMKGs, followed with the preliminaries on multi-modal tasks and techniques. We then systematically review the challenges, progresses and opportunities on the construction and application of MMKGs respectively, with detailed analyses of the strengths and weaknesses of different solutions. We finalize this survey with open research problems relevant to MMKGs.  © 1989-2012 IEEE.",Multimodal knowledge graph; survey; symbol grounding,Graphic methods; Fast growths; Graph construction; Human levels; Knowledge graphs; Machine intelligence; Multi-modal; Multimodal knowledge graph; Real-world; Research problems; Symbol grounding; Knowledge graph,FALSE
"Zhong, Qihuang (57217065019); Ding, Liang (57219499270); Liu, Juhua (37076076900); Du, Bo (57217375214); Jin, Hua (54927577000); Tao, Dacheng (7102600334)",Knowledge Graph Augmented Network Towards Multiview Representation Learning for Aspect-Based Sentiment Analysis,10.1109/TKDE.2023.3250499,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149357653&doi=10.1109%2fTKDE.2023.3250499&partnerID=40&md5=3125561c4405af3f511795d525769efc,Scopus,"Aspect-based sentiment analysis (ABSA) is a fine-grained task of sentiment analysis. To better comprehend long complicated sentences and obtain accurate aspect-specific information, linguistic and commonsense knowledge are generally required in this task. However, most current methods employ complicated and inefficient approaches to incorporate external knowledge, e.g., directly searching the graph nodes. Additionally, the complementarity between external knowledge and linguistic information has not been thoroughly studied. To this end, we propose a knowledge graph augmented network (KGAN), which aims to effectively incorporate external knowledge with explicitly syntactic and contextual information. In particular, KGAN captures the sentiment feature representations from multiple different perspectives, i.e., context-, syntax- and knowledge-based. First, KGAN learns the contextual and syntactic representations in parallel to fully extract the semantic features. Then, KGAN integrates the knowledge graphs into the embedding space, based on which the aspect-specific knowledge representations are further obtained via an attention mechanism. Last, we propose a hierarchical fusion module to complement these multi-view representations in a local-to-global manner. Extensive experiments on five popular ABSA benchmarks demonstrate the effectiveness and robustness of our KGAN. Notably, with the help of the pretrained model of RoBERTa, KGAN achieves a new record of state-of-the-art performance among all datasets.  © 1989-2012 IEEE.",aspect-based sentiment analysis; feature fusion; Knowledge graph; multiview learning,Job analysis; Knowledge graph; Sentiment analysis; Syntactics; Aspect-based sentiment analyse; External knowledge; Features extraction; Features fusions; Knowledge graphs; Multi-view learning; Sentiment analysis; Task analysis; Semantics,FALSE
"Luo, Xiao (58836555000); Zhao, Yusheng (58220544300); Qin, Yifang (57821131200); Ju, Wei (57388495900); Zhang, Ming (57853084000)",Towards Semi-Supervised Universal Graph Classification,10.1109/TKDE.2023.3280859,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161056033&doi=10.1109%2fTKDE.2023.3280859&partnerID=40&md5=9d5c228365dcdb5118061fd2ee8bc52c,Scopus,"Graph neural networks have pushed state-of-the-arts in graph classifications recently. Typically, these methods are studied within the context of supervised end-to-end training, which necessities copious task-specific labels. However, in real-world circumstances, labeled data could be limited, and there could be a massive corpus of unlabeled data, even from unknown classes as a complementary. Towards this end, we study the problem of semi-supervised universal graph classification, which not only identifies graph samples which do not belong to known classes, but also classifies the remaining samples into their respective classes. This problem is challenging due to a severe lack of labels and potential class shifts. In this paper, we propose a novel graph neural network framework named UGNN, which makes the best of unlabeled data from the subgraph perspective. To tackle class shifts, we estimate the certainty of unlabeled graphs using multiple subgraphs, which facilities the discovery of unlabeled data from unknown categories. Moreover, we construct semantic prototypes in the embedding space for both known and unknown categories and utilize posterior prototype assignments inferred from the Sinkhorn-Knopp algorithm to learn from abundant unlabeled graphs across different subgraph views. Extensive experiments on six datasets verify the effectiveness of UGNN in different settings.  © 1989-2012 IEEE.",Graph neural network; OOD detection; semi-supervised learning,Graph neural networks; Job analysis; Semantic Web; Supervised learning; Graph classification; Graph neural networks; OOD detection; Prototype; Representation learning; Semi-supervised learning; Task analysis; Unlabeled data; Semantics,FALSE
"Liang, Ke (57219218460); Liu, Yue (57204189368); Zhou, Sihang (56160481200); Tu, Wenxuan (57208741081); Wen, Yi (58146642000); Yang, Xihong (57407105600); Dong, Xiangjun (23389170100); Liu, Xinwang (36782771600)",Knowledge Graph Contrastive Learning Based on Relation-Symmetrical Structure,10.1109/TKDE.2023.3282989,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162710361&doi=10.1109%2fTKDE.2023.3282989&partnerID=40&md5=835f1df0b43f8f46f9ccf32de7fb7bc8,Scopus,"Knowledge graph embedding (KGE) aims at learning powerful representations to benefit various artificial intelligence applications. Meanwhile, contrastive learning has been widely leveraged in graph learning as an effective mechanism to enhance the discriminative capacity of the learned representations. However, the complex structures of KG make it hard to construct appropriate contrastive pairs. Only a few attempts have integrated contrastive learning strategies with KGE. But, most of them rely on language models (e.g., Bert) for contrastive pair construction instead of fully mining information underlying the graph structure, hindering expressive ability. Surprisingly, we find that the entities within a relational symmetrical structure are usually similar and correlated. To this end, we propose a knowledge graph contrastive learning framework based on relation-symmetrical structure, KGE-SymCL, which mines symmetrical structure information in KGs to enhance the discriminative ability of KGE models. Concretely, a plug-and-play approach is proposed by taking entities in the relation-symmetrical positions as positive pairs. Besides, a self-supervised alignment loss is designed to pull together positive pairs. Experimental results on link prediction and entity classification datasets demonstrate that our KGE-SymCL can be easily adopted to various KGE models for performance improvements. Moreover, extensive experiments show that our model could outperform other state-of-the-art baselines.  © 1989-2012 IEEE.",Graph learning; knowledge graph embedding; self-supervised contrastive learning; symmetrical property,Classification (of information); Graph embeddings; Job analysis; Knowledge graph; Computational modelling; Graph embeddings; Graph learning; Knowledge graph embedding; Knowledge graphs; Property; Quaternion; Self-supervised contrastive learning; Symmetrical property; Task analysis; Semantics,FALSE
"Zhang, Rui (54947068500); Su, Yixin (57204649658); Trisedya, Bayu Distiawan (57216617832); Zhao, Xiaoyan (57218707688); Yang, Min (56349712700); Cheng, Hong (7404284983); Qi, Jianzhong (53878392800)",AutoAlign: Fully Automatic and Effective Knowledge Graph Alignment Enabled by Large Language Models,10.1109/TKDE.2023.3325484,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172203247&doi=10.1109%2fTKDE.2023.3325484&partnerID=40&md5=e4ec8d6b46cbb1cc2c9d49e7ed3bf0fa,Scopus,"The task of entity alignment between knowledge graphs (KGs) aims to identify every pair of entities from two different KGs that represent the same entity. Many machine learning-based methods have been proposed for this task. However, to our best knowledge, existing methods all require manually crafted seed alignments, which are expensive to obtain. In this paper, we propose the first fully automatic alignment method named AutoAlign, which does not require any manually crafted seed alignments. Specifically, for predicate embeddings, AutoAlign constructs a predicate-proximity-graph with the help of large language models to automatically capture the similarity between predicates across two KGs. For entity embeddings, AutoAlign first computes the entity embeddings of each KG independently using TransE, and then shifts the two KGs' entity embeddings into the same vector space by computing the similarity between entities based on their attributes. Thus, both predicate alignment and entity alignment can be done without manually crafted seed alignments. AutoAlign is not only fully automatic, but also highly effective. Experiments using real-world KGs show that AutoAlign improves the performance of entity alignment significantly compared to state-of-the-art methods.  © 1989-2012 IEEE.",Attribute embeddings; deep learning; entity alignment; knowledge base; knowledge graph; knowledge graph alignment; large language model; predicate proximity graph; representation learning,Computational linguistics; Deep learning; Graph embeddings; Knowledge graph; Vector spaces; Attribute embedding; Deep learning; Embeddings; Entity alignment; Knowledge base; Knowledge graph alignment; Knowledge graphs; Language model; Large language model; Predicate proximity graph; Proximity graphs; Representation learning; Alignment,FALSE
"Wu, Junfei (57427550800); Xu, Weizhi (59445184600); Liu, Qiang (59282351400); Wu, Shu (36245362600); Wang, Liang (57218666547)",Adversarial Contrastive Learning for Evidence-Aware Fake News Detection With Graph Neural Networks,10.1109/TKDE.2023.3341640,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179808540&doi=10.1109%2fTKDE.2023.3341640&partnerID=40&md5=0a365dea57e25452e9e78607583d1741,Scopus,"The prevalence and perniciousness of fake news have been a critical issue on the Internet, which stimulates the development of automatic fake news detection in turn. In this paper, we focus on the evidence-based fake news detection, where several evidences are utilized to probe the veracity of news (i.e., a claim). Most previous methods first employ sequential models to embed the semantic information and then capture the claim-evidence interaction based on different attention mechanisms. Despite their effectiveness, they still suffer from three weaknesses. First, due to the inherent drawbacks of sequential models, they fail to integrate the relevant information that is scattered far apart in evidences for veracity checking. Second, they underestimate much redundant information contained in evidences that may be useless or even harmful. Third, insufficient data utilization limits the separability and reliability of representations captured by the model, which are sensitive to local evidence. To solve these problems, we propose a unified Graph-based sEmantic structure mining framework with ConTRAstive Learning, namely GETRAL in short. Specifically, different from the existing work that treats claims and evidences as sequences, we first model them as graph-structured data and capture the long-distance semantic dependency among dispersed relevant snippets via neighborhood propagation. After obtaining contextual semantic information, our model reduces information redundancy by performing graph structure learning. Then the fine-grained semantic representations are fed into the downstream claim-evidence interaction module for predictions. Finally, the supervised contrastive learning accompanied with adversarial augmented instances is applied to make full use of data and strengthen the representation learning. Comprehensive experiments have demonstrated the superiority of GETRAL over the state-of-the-arts and validated the efficacy of semantic mining with graph structure and contrastive learning. © 2024 IEEE.",contrastive learning; Evidence-based fake news detection; graph neural networks,Fake detection; Graph neural networks; Graphic methods; Job analysis; Learning systems; Reliability analysis; Semantic Web; Contrastive learning; Evidence-based; Evidence-based fake news detection; Fake news; Graph neural networks; Graph structures; Sequential modeling; Task analysis; Termination of employment; Semantics,FALSE
"Pan, Shirui (55522732400); Luo, Linhao (57214679113); Wang, Yufei (58747837700); Chen, Chen (57572923600); Wang, Jiapu (58143874800); Wu, Xindong (55533800700)",Unifying Large Language Models and Knowledge Graphs: A Roadmap,10.1109/TKDE.2024.3352100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182350576&doi=10.1109%2fTKDE.2024.3352100&partnerID=40&md5=96523fd500b93b54566f08f6d7695d1b,Scopus,"Large language models (LLMs), such as ChatGPT and GPT4, are making new waves in the field of natural language processing and artificial intelligence, due to their emergent ability and generalizability. However, LLMs are black-box models, which often fall short of capturing and accessing factual knowledge. In contrast, Knowledge Graphs (KGs), Wikipedia, and Huapu for example, are structured knowledge models that explicitly store rich factual knowledge. KGs can enhance LLMs by providing external knowledge for inference and interpretability. Meanwhile, KGs are difficult to construct and evolve by nature, which challenges the existing methods in KGs to generate new facts and represent unseen knowledge. Therefore, it is complementary to unify LLMs and KGs together and, simultaneously, leverage their advantages. In this article, we present a forward-looking roadmap for the unification of LLMs and KGs. Our roadmap consists of three general frameworks, namely: 1) KG-enhanced LLMs, which incorporate KGs during the pre-training and inference phases of LLMs, or for the purpose of enhancing understanding of the knowledge learned by LLMs; 2) LLM-augmented KGs, that leverage LLMs for different KG tasks such as embedding, completion, construction, graph-to-text generation, and question answering; and 3) Synergized LLMs + KGs, in which LLMs and KGs play equal roles and work in a mutually beneficial way to enhance both LLMs and KGs for bidirectional reasoning driven by both data and knowledge. We review and summarize existing efforts within these three frameworks in our roadmap and pinpoint their future research directions. © 1989-2012 IEEE.",bidirectional reasoning; generative pre-training; knowledge graphs; large language models; Natural language processing; roadmap,Computational linguistics; Graphic methods; Job analysis; Knowledge management; Natural language processing systems; Bidirectional reasoning; Chatbots; Cognition; Decoding; Generative pre-training; Knowledge graphs; Language model; Language processing; Large language model; Natural language processing; Natural languages; Pre-training; Predictive models; Roadmap; Task analysis; Knowledge graph,FALSE
"Yang, Linyao (58372747500); Chen, Hongyang (24829367600); Li, Zhao (57191700056); Ding, Xiao (56375894000); Wu, Xindong (55533800700)",Give us the Facts: Enhancing Large Language Models With Knowledge Graphs for Fact-Aware Language Modeling,10.1109/TKDE.2024.3360454,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184341387&doi=10.1109%2fTKDE.2024.3360454&partnerID=40&md5=c37d0dfe482955bf0fc907793183278a,Scopus,"Recently, ChatGPT, a representative large language model (LLM), has gained considerable attention. Due to their powerful emergent abilities, recent LLMs are considered as a possible alternative to structured knowledge bases like knowledge graphs (KGs). However, while LLMs are proficient at learning probabilistic language patterns and engaging in conversations with humans, they, like previous smaller pre-trained language models (PLMs), still have difficulty in recalling facts while generating knowledge-grounded contents. To overcome these limitations, researchers have proposed enhancing data-driven PLMs with knowledge-based KGs to incorporate explicit factual knowledge into PLMs, thus improving their performance in generating texts requiring factual knowledge and providing more informed responses to user queries. This paper reviews the studies on enhancing PLMs with KGs, detailing existing knowledge graph enhanced pre-trained language models (KGPLMs) as well as their applications. Inspired by existing studies on KGPLM, this paper proposes enhancing LLMs with KGs by developing knowledge graph-enhanced large language models (KGLLMs). KGLLM provides a solution to enhance LLMs' factual reasoning ability, opening up new avenues for LLM research. © 1989-2012 IEEE.",ChatGPT; knowledge graph; knowledge management; knowledge reasoning; Large language model,Computational linguistics; Job analysis; Knowledge graph; Modeling languages; Chatbots; ChatGPT; Knowledge graphs; Knowledge reasoning; Knowledge-based systems; Language model; Large language model; Task analysis; Transformer; Knowledge management,FALSE
"Song, Yaoxian (57190883232); Sun, Penglei (57462269900); Liu, Haoyu (57388607600); Li, Zhixu (57191700379); Song, Wei (55459523400); Xiao, Yanghua (24377046200); Zhou, Xiaofang (8837009900)",Scene-Driven Multimodal Knowledge Graph Construction for Embodied AI,10.1109/TKDE.2024.3399746,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193545813&doi=10.1109%2fTKDE.2024.3399746&partnerID=40&md5=c22f086be5c09b7e32fffa1ac88e9e86,Scopus,"Embodied AI is one of the most popular studies in artificial intelligence and robotics, which can effectively improve the intelligence of real-world agents (i.e. robots) serving human beings. Scene knowledge is important for an agent to understand the surroundings and make correct decisions in the varied open world. Currently, knowledge base for embodied tasks is missing and most existing work use general knowledge base or pre-trained models to enhance the intelligence of an agent. For conventional knowledge base, it is sparse, insufficient in capacity and cost in data collection. For pre-trained models, they face the uncertainty of knowledge and hard maintenance. To overcome the challenges of scene knowledge, we propose a scene-driven multimodal knowledge graph (Scene-MMKG) construction method combining conventional knowledge engineering and large language models. A unified scene knowledge injection framework is introduced for knowledge representation. To evaluate the advantages of our proposed method, we instantiate Scene-MMKG considering typical indoor robotic functionalities (Manipulation and Mobility), named ManipMob-MMKG. Comparisons in characteristics indicate our instantiated ManipMob-MMKG has broad superiority on data-collection efficiency and knowledge quality. Experimental results on typical embodied tasks show that knowledge-enhanced methods using our instantiated ManipMob-MMKG can improve the performance obviously without re-designing model structures complexly.  © 2024 IEEE.",embodied AI; Multimodal knowledge graph; robotic intelligence; scene driven,Data acquisition; Intelligent robots; Job analysis; Model structures; Data collection; Embodied AI; Knowledge graphs; Knowledge-based systems; Multi-modal; Multimodal knowledge graph; Robotic intelligence; Scene driven; Task analysis; Knowledge graph,FALSE
"Cao, Lei (57216616920); Zhang, Huijun (57211274678); Feng, Ling (57209023943)",Building and Using Personal Knowledge Graph to Improve Suicidal Ideation Detection on Social Media,10.1109/TMM.2020.3046867,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098785409&doi=10.1109%2fTMM.2020.3046867&partnerID=40&md5=533a54551376516679c4e927a6e005fc,Scopus,"A large number of individuals are suffering from suicidal ideation in the world. There are a number of causes behind why an individual might suffer from suicidal ideation. As the most popular platform for self-expression, emotion release, and personal interaction, individuals may exhibit a number of symptoms of suicidal ideation on social media. Nevertheless, challenges from both data and knowledge aspects remain as obstacles, constraining the social media-based detection performance. Data implicitness and sparsity make it difficult to discover the inner true intentions of individuals based on their posts. Inspired by psychological studies, we build and unify a high-level suicide-oriented knowledge graph with deep neural networks for suicidal ideation detection on social media. We further design a two-layered attention mechanism to explicitly reason and establish key risk factors to individual's suicidal ideation. The performance study on microblog and Reddit shows that: 1) with the constructed personal knowledge graph, the social media-based suicidal ideation detection can achieve over 93% accuracy; and 2) among the six categories of personal factors, post, personality, and experience are the top-3 key indicators. Under these categories, posted text, stress level, stress duration, posted image, and ruminant thinking contribute to one's suicidal ideation detection.  © 2021 IEEE.",Personal knowledge graph; social interaction; social media; suicidal ideation detection,Deep neural networks; Knowledge representation; Attention mechanisms; Detection performance; Knowledge graphs; Performance study; Personal interaction; Popular platform; Stress duration; Suicidal ideation; Social networking (online),FALSE
"Wu, Yuxia (57211953212); Liao, Lizi (56369584100); Zhang, Gangyi (57218843840); Lei, Wenqiang (57667856900); Zhao, Guoshuai (56026739900); Qian, Xueming (15080964000); Chua, Tat-Seng (7101702977)",State Graph Reasoning for Multimodal Conversational Recommendation,10.1109/TMM.2022.3155900,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125720269&doi=10.1109%2fTMM.2022.3155900&partnerID=40&md5=fca535bd5286f8ba9893296a160f0318,Scopus,"Conversational recommendation system (CRS) attracts increasing attention in various application domains such as retail and travel. It offers an effective way to capture users' dynamic preferences with multi-turn conversations. However, most current studies center on the recommendation aspect while over-simplifying the conversation process. The negligence of complexity in data structure and conversation flow hinders their practicality and utility. In reality, there exist various relationships among slots and values, while users' requirements may dynamically adjust or change. Moreover, the conversation often involves visual modality to facilitate the conversation. These actually call for a more advanced internal state representation of the dialogue and a proper reasoning scheme to guide the decision making process. In this paper, we explore multiple facets of multimodal conversational recommendation and try to address the above mentioned challenges. In particular, we represent the structured back-end database as a multimodal knowledge graph which captures the various relations and evidence in different modalities. The user preferences expressed via conversation utterances will then be gradually updated to the state graph with clear polarity. Based on these, we train an end-to-end State Graph-based Reasoning model (SGR) to perform reasoning over the whole state graph. The prediction of our proposed model benefits from the structure of the graph. It not only allows for zero-shot reasoning for items unseen in training conversations, but also provides a natural way to explain the policies. Extensive experiments show that our model achieves better performance compared with existing methods.  © 1999-2012 IEEE.",Conversation; knowledge graph; recommend- ation systems,Decision making; E-learning; Graphic methods; Recommender systems; 'current; Applications domains; Cognition; Conversation; Conversational recommendations; Knowledge graphs; Multi-modal; Multi-turn; State graphs; User dynamics; Knowledge graph,FALSE
"Zhao, Wentian (57210791675); Wu, Xinxiao (24175007000)",Boosting Entity-Aware Image Captioning With Multi-Modal Knowledge Graph,10.1109/TMM.2023.3301279,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167822189&doi=10.1109%2fTMM.2023.3301279&partnerID=40&md5=e1d1bd713ab2a040dde00bd9e8305a31,Scopus,"Entity-aware image captioning aims to describe named entities and events related to the image by utilizing the background knowledge in the associated article. This task remains challenging as it is difficult to learn the association between named entities and visual cues due to the long-tail distribution of named entities. Furthermore, the complexity of the article brings difficulty in extracting fine-grained relationships between entities to generate informative event descriptions about the image. To tackle these challenges, we propose a novel approach that constructs a multi-modal knowledge graph (MMKG) to associate the visual objects with named entities and capture the relationship between entities simultaneously with the help of external knowledge collected from the web. Specifically, we build a text sub-graph by extracting named entities and their relationships from the article, and build an image sub-graph by detecting the objects in the image. To connect these two sub-graphs, we propose a cross-modal entity matching module trained using a knowledge base that contains Wikipedia entries and the corresponding images. Finally, the MMKG is integrated into the captioning model via a graph attention mechanism. Extensive experiments on both GoodNews and NYTimes800 k datasets demonstrate the effectiveness of our method.  © 1999-2012 IEEE.",Image captioning; knowledge graph; named entity,Natural language processing systems; Object detection; Online systems; Encyclopedia; Image captioning; Knowledge graphs; Knowledge-based systems; Multi-modal; Named entities; On-line service; Relationships between entities; Subgraphs; Knowledge graph,FALSE
"Liem, Johannes (55946398000); Kusnick, Jakob (57210423210); Beck, Samuel (57217046218); Windhager, Florian (57205735202); Mayr, Eva (26433558500)",A Workflow Approach to Visualization-Based Storytelling with Cultural Heritage Data,10.1109/VIS4DH60378.2023.00008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182325891&doi=10.1109%2fVIS4DH60378.2023.00008&partnerID=40&md5=2adb61b1664ff4c4bbee7580cdb01fb9,Scopus,"Stories are as old as human history-and a powerful means for the engaging communication of information, especially in combination with visualizations. The InTaVia project is built on this intersection and has developed a platform which supports the workflow of cultural heritage experts to create compelling visualization-based stories: From the search for relevant cultural objects and actors in a cultural knowledge graph, to the curation and visual analysis of the selected information, and to the creation of stories based on these data and visualizations, which can be shared with the interested public.  © 2023 IEEE.",Applied computing; Arts and humanities; Human-centered computing; Visualization; Visualization application domains,Arts computing; Data visualization; History; Knowledge graph; Applications domains; Applied computing; Art and humanity; Cultural heritages; Cultural knowledge; Human-centered computing; Knowledge graphs; Visualization application; Visualization application domain; Work-flows; Visualization,FALSE
